901,242,277,227,470,252,56,2014-07-04,8,6
2179,95,219,377,392,260,263,2015-07-24,1,1
2651,158,213,110,483,136,300,2015-09-17,5,9
2718,203,167,165,1238,81,184,2015-07-07,9,2
2063,56,157,128,1989,85,84,2016-03-15,4,1
1330,248,178,242,783,440,136,2016-11-08,8,5
1982,128,302,319,94,194,327,2013-08-17,6,8
264,197,143,349,615,291,190,2013-01-17,4,16
474,133,141,550,404,90,221,2016-09-11,2,17
340,287,199,425,733,138,164,2014-05-08,1,8
1840,297,335,329,390,355,174,2013-11-26,9,19
971,277,73,43,1670,347,216,2013-03-03,9,7
2418,89,159,199,1274,72,260,2013-08-17,8,17
370,207,196,374,122,11,174,2014-05-11,4,2
1716,132,252,141,1104,63,71,2013-05-08,5,16
2136,180,98,382,787,184,261,2014-03-19,2,16
1249,223,258,405,421,445,317,2013-07-15,10,17
577,150,7,329,731,295,236,2013-10-12,5,5
93,108,222,193,729,314,48,2016-08-10,3,4
2651,186,44,196,427,417,321,2013-07-28,10,18
2146,93,341,65,1649,307,50,2013-09-12,8,10
1162,155,83,594,980,347,274,2014-06-22,9,8
1878,40,61,97,545,170,311,2014-07-18,4,15
1214,182,57,132,1146,167,254,2015-11-02,2,3
705,179,21,38,201,97,128,2015-05-28,10,4
666,86,305,78,414,360,287,2014-05-16,2,12
2082,155,197,6,1002,71,196,2014-06-12,8,12
318,135,176,474,659,248,209,2014-11-24,4,9
2153,32,197,80,476,28,169,2014-02-04,6,11
2716,73,61,495,673,374,155,2014-06-04,10,4
643,65,172,579,281,312,215,2014-04-11,2,9
2372,32,139,220,1765,131,236,2014-11-07,9,3
171,166,246,447,1820,294,174,2013-02-09,10,4
617,115,176,434,1418,356,103,2014-03-03,10,6
2486,299,170,560,771,63,194,2014-07-25,2,10
2387,244,86,207,510,277,155,2016-01-04,9,1
1885,37,161,54,1027,406,91,2015-10-17,3,1
38,88,5,289,497,31,181,2013-08-10,4,10
501,82,47,65,1053,54,78,2016-02-10,5,8
1872,6,156,93,1193,80,27,2013-04-22,9,3
216,79,68,140,381,333,48,2016-08-26,7,6
365,174,20,185,380,426,308,2014-04-01,10,18
2602,132,205,40,1575,412,201,2015-09-17,8,5
1508,180,90,376,1308,443,63,2015-03-22,8,8
2335,272,300,57,1555,416,303,2013-02-05,6,17
1225,109,312,586,1755,312,265,2015-10-03,3,15
2018,68,267,614,150,240,195,2016-02-28,4,12
979,199,55,91,1161,131,163,2014-10-26,8,13
2253,283,220,214,1568,94,3,2014-01-21,10,14
5,47,194,37,976,126,35,2013-12-23,9,11
2271,245,171,520,733,189,224,2015-12-23,3,15
2487,196,333,138,1285,429,289,2015-03-10,2,11
2807,267,219,534,1521,107,86,2014-02-23,9,6
1372,163,28,14,1551,323,229,2013-06-08,8,19
1771,263,251,263,1921,415,321,2014-11-20,2,13
1812,51,265,255,1493,188,273,2015-01-27,3,9
245,138,144,190,189,204,175,2016-02-03,5,5
2330,33,223,444,1880,396,102,2014-02-21,1,8
338,63,135,397,1059,30,191,2013-02-03,1,13
1293,255,84,461,1856,156,158,2016-03-08,2,14
684,179,29,83,1217,236,45,2015-06-25,10,1
1737,291,256,45,510,301,69,2013-01-17,6,18
184,174,319,140,1026,341,211,2014-07-15,3,1
189,187,340,639,1293,353,312,2014-08-14,7,12
1695,139,268,348,1633,239,200,2014-06-07,3,13
828,281,249,528,241,123,71,2015-12-14,3,6
2502,241,187,546,341,337,266,2013-05-23,3,6
2126,210,277,332,960,189,182,2015-12-03,6,14
1360,38,38,11,995,17,318,2016-02-15,4,2
502,217,349,323,1676,153,35,2016-11-13,9,14
2456,105,331,62,1519,325,87,2016-08-09,2,14
388,15,100,619,472,141,68,2014-12-03,10,4
2954,78,85,307,1983,443,21,2016-11-14,3,9
1611,90,238,191,1858,147,259,2015-12-19,4,10
1002,268,222,645,335,8,147,2015-07-12,9,1
1042,157,141,547,1669,145,193,2014-01-07,2,2
2073,204,12,203,852,269,269,2014-05-15,10,7
2244,44,99,468,715,263,9,2014-03-24,8,7
2869,298,348,603,102,29,134,2016-03-09,4,14
850,222,240,461,1742,251,312,2014-05-01,9,15
2615,148,198,329,485,207,92,2015-03-11,1,11
1022,273,291,336,1638,317,308,2013-07-12,10,9
1389,32,69,481,103,330,116,2016-10-25,1,2
1864,107,45,78,481,40,87,2014-04-09,10,10
1840,33,87,493,1230,24,81,2015-08-18,1,17
1307,297,1,223,1140,67,10,2016-11-12,2,12
245,286,101,265,151,190,109,2014-08-19,9,5
175,281,187,21,437,99,290,2016-03-05,1,11
118,205,190,628,1109,372,90,2013-03-28,2,6
1567,193,246,311,1946,188,342,2015-09-24,8,13
1760,52,108,483,1105,265,29,2014-11-20,4,16
273,192,93,583,937,3,201,2016-03-01,8,13
989,248,29,597,1449,331,321,2016-03-26,7,14
2123,243,331,604,1461,384,312,2016-05-26,5,18
953,8,223,484,1592,167,277,2014-11-12,5,17
2427,43,204,199,924,445,158,2015-10-03,10,11
2447,40,318,264,475,26,311,2016-07-09,1,12
2676,195,291,86,151,409,161,2016-02-11,1,10
1755,281,128,152,927,262,250,2014-09-21,6,8
646,189,178,483,1575,115,200,2014-07-26,6,13
927,173,284,601,1275,286,281,2014-02-15,5,10
2356,171,230,535,995,182,81,2015-02-09,8,2
905,262,317,242,89,147,128,2016-04-08,10,19
2829,245,244,299,195,322,327,2015-09-26,1,10
2897,242,208,353,1877,275,242,2014-07-15,10,8
478,239,138,521,276,313,282,2016-05-26,1,1
1862,102,248,395,734,166,131,2016-02-05,5,12
821,158,143,118,977,119,193,2014-12-09,4,19
2072,229,141,165,115,386,300,2016-05-13,4,17
2829,148,327,98,674,424,60,2014-02-03,1,4
2629,284,9,578,1123,85,85,2013-10-06,3,15
2767,107,177,134,754,390,63,2016-10-26,5,16
2542,298,36,168,71,274,262,2013-03-18,9,8
493,268,66,2,538,0,1,2015-11-05,10,11
1808,132,128,164,187,39,155,2013-04-07,9,13
1798,142,102,71,904,446,77,2014-02-13,2,17
2686,104,135,392,1342,160,175,2013-12-03,8,19
1063,91,334,265,706,61,234,2016-08-12,9,14
2124,107,307,34,1251,151,181,2015-10-27,4,13
2855,60,93,22,102,276,282,2014-03-16,6,2
532,261,219,3,1579,7,322,2016-02-01,1,11
1472,7,94,405,1190,133,303,2014-12-07,1,19
2171,254,197,464,923,79,141,2015-08-21,3,4
1739,266,122,133,410,3,276,2016-12-19,8,13
42,117,345,6,1738,252,14,2015-02-13,10,1
738,267,226,298,964,120,141,2016-06-25,3,7
2007,163,10,397,193,280,221,2016-09-03,7,18
1334,220,171,142,1214,254,21,2014-05-04,1,15
100,51,276,529,1243,327,300,2014-10-13,5,2
2561,63,154,596,538,58,292,2015-12-25,5,15
1837,181,118,611,742,41,343,2016-06-24,2,9
1498,269,141,600,579,267,224,2015-12-14,7,18
1028,253,259,323,481,253,46,2013-12-28,6,17
2230,57,331,617,560,66,198,2016-10-26,5,7
671,247,215,42,61,257,10,2014-08-01,1,16
1675,20,240,377,1298,386,316,2014-12-09,9,11
718,219,59,77,1009,219,191,2013-01-05,4,2
2830,293,6,599,1254,422,335,2015-07-14,7,12
1471,228,59,141,221,188,313,2014-10-03,10,19
1860,108,232,62,1356,128,114,2014-04-15,10,4
2540,295,266,433,1859,257,224,2015-02-20,9,10
2843,93,16,201,640,294,25,2015-05-22,2,17
817,92,292,87,280,163,169,2015-02-01,10,2
1744,240,132,619,320,393,11,2015-07-12,8,9
2705,13,11,63,893,314,29,2016-03-18,7,4
1048,168,24,411,204,185,81,2014-05-15,8,9
2817,240,342,150,1150,258,188,2015-04-23,2,16
537,23,72,327,779,61,158,2015-01-18,4,4
2785,128,293,450,855,371,197,2013-04-16,1,5
40,186,134,598,1589,415,233,2013-03-21,2,10
464,157,248,306,720,50,310,2014-10-20,3,7
2331,75,204,200,1426,116,222,2014-04-12,2,18
1695,118,159,63,978,29,42,2015-10-04,10,2
1679,277,187,152,1715,342,328,2013-01-28,4,8
395,297,308,158,1861,43,337,2014-11-27,9,11
705,265,173,619,65,3,47,2013-07-02,1,17
1285,200,118,594,1083,385,349,2014-09-17,1,5
2982,201,56,235,360,71,212,2014-04-25,4,6
2171,103,242,461,129,434,204,2014-03-22,5,18
926,206,291,143,388,77,263,2013-05-26,6,1
1094,282,117,177,605,346,230,2014-09-10,1,7
578,156,127,453,792,0,107,2014-12-08,7,16
1804,6,18,441,1135,248,279,2014-04-25,9,9
396,239,86,244,96,43,113,2016-09-20,9,1
1870,90,23,427,1513,304,138,2013-07-22,2,4
2525,13,24,379,945,203,31,2014-04-12,1,19
1041,125,284,310,1600,407,165,2013-10-22,8,17
943,193,139,411,1625,178,86,2013-07-17,5,15
2623,53,136,347,1896,376,8,2013-03-16,7,9
2299,156,178,617,1851,219,99,2015-06-03,4,15
1421,112,217,349,1294,197,155,2013-07-21,9,15
2641,96,62,320,1794,18,203,2016-05-03,5,10
1149,214,95,153,1182,351,142,2015-12-04,10,9
1917,83,68,584,1952,436,209,2013-06-18,5,8
2027,248,143,632,71,219,196,2014-07-09,5,18
2495,111,243,292,998,190,132,2015-10-11,10,19
314,73,269,618,1565,183,232,2016-05-24,9,13
2088,245,281,70,406,371,154,2014-07-14,8,5
238,122,223,256,1206,289,338,2014-04-08,9,11
2097,136,91,406,660,163,343,2013-05-20,2,17
2578,149,5,464,335,227,249,2013-01-06,8,5
1102,186,218,648,1229,261,275,2015-03-04,1,14
89,296,50,362,672,379,344,2013-02-10,7,12
85,252,1,497,301,201,87,2014-01-25,7,2
1511,25,288,646,1439,294,10,2015-03-19,9,14
1586,8,27,278,579,397,335,2013-10-13,3,15
1719,177,41,147,185,281,78,2013-07-26,10,8
1421,45,165,416,460,297,188,2015-02-22,6,2
2388,75,193,477,430,137,32,2015-06-21,5,5
2488,15,108,110,990,349,206,2016-07-25,8,17
499,192,213,112,1182,383,345,2014-02-22,1,2
2683,157,218,410,568,208,199,2013-06-09,10,3
2869,83,206,192,1840,387,6,2015-01-24,4,14
1897,77,324,384,303,183,261,2015-05-19,6,17
712,284,174,492,704,22,217,2014-07-02,5,12
1122,253,147,122,300,187,307,2015-12-22,6,15
1357,299,290,598,1035,297,38,2013-06-09,6,15
338,242,78,545,1542,337,272,2016-02-22,6,17
609,124,254,215,589,106,129,2013-12-04,7,15
1647,18,163,77,162,446,272,2014-07-19,5,12
286,223,16,44,1586,437,182,2014-06-04,5,16
1285,100,240,535,1075,18,192,2015-10-13,2,17
536,280,16,570,1784,397,87,2013-01-05,4,12
1411,140,250,454,133,166,88,2015-10-07,9,1
1107,166,257,578,599,74,196,2016-03-13,9,15
2917,90,117,407,484,346,295,2015-08-11,6,13
2314,150,36,79,276,172,249,2014-09-21,5,5
2570,38,162,394,1011,280,53,2016-05-02,8,12
1808,290,302,329,1468,269,276,2013-08-18,6,13
709,171,292,89,536,221,213,2015-10-23,7,8
1897,4,248,302,1705,338,26,2014-01-06,10,18
1727,271,163,632,340,66,220,2016-10-26,10,9
2271,183,164,388,1112,34,122,2014-11-06,10,13
649,295,172,491,966,77,6,2014-08-27,1,11
55,287,274,22,889,441,18,2013-07-21,2,19
2668,174,276,587,1183,91,162,2015-08-15,3,11
2956,24,316,631,394,290,19,2013-09-24,6,5
1291,141,165,591,1071,409,318,2014-01-12,5,3
1505,257,2,516,1525,96,183,2014-11-18,4,5
1901,226,103,384,199,200,285,2015-06-19,7,8
793,223,282,256,346,60,327,2013-07-03,6,2
2350,215,236,111,1860,84,5,2015-03-27,7,18
1584,290,267,582,1566,166,107,2014-10-11,1,14
1621,93,88,504,743,45,39,2015-04-05,6,12
2865,96,33,640,1232,389,41,2016-06-10,4,2
613,100,202,195,411,351,50,2016-02-12,5,13
617,111,229,314,416,181,278,2015-11-20,8,1
2158,264,112,60,1746,15,5,2014-07-17,8,6
2464,94,334,520,1565,250,160,2015-07-01,4,12
1067,115,345,275,554,48,141,2016-05-02,3,1
1197,9,252,71,708,172,336,2014-08-24,1,10
2036,184,12,615,603,135,151,2016-12-09,5,17
2681,79,108,307,1409,56,118,2016-07-21,8,10
2884,28,46,545,1031,14,257,2013-07-08,4,2
1105,197,17,355,1091,93,308,2014-08-17,6,3
1954,30,102,404,829,338,92,2015-09-05,2,7
86,31,330,475,1060,264,214,2014-03-07,2,1
2242,18,320,281,711,219,164,2015-06-21,4,4
502,228,271,198,297,145,138,2015-11-27,8,1
683,247,290,485,914,223,96,2014-01-19,6,4
1858,12,256,68,1551,142,337,2015-03-17,4,4
2312,150,175,161,1550,295,254,2013-02-24,9,1
848,184,145,487,862,443,111,2016-04-17,3,14
441,283,338,565,376,66,151,2016-12-14,8,1
2769,275,217,287,1420,180,342,2016-02-18,1,9
1777,186,331,585,572,345,40,2014-06-24,6,9
2186,196,348,135,1152,71,187,2015-01-17,10,4
2792,65,28,298,346,286,72,2013-12-26,3,7
702,64,39,622,357,120,283,2015-04-21,9,3
2960,210,191,517,633,325,271,2016-04-03,7,2
2272,3,186,167,1765,142,113,2015-01-19,8,9
626,64,35,465,1408,90,314,2015-11-09,3,14
2706,225,180,649,1779,379,287,2015-10-22,6,7
1969,239,158,315,412,123,299,2015-12-06,9,11
1715,229,266,389,1063,71,307,2016-08-25,5,4
1988,170,168,99,705,250,183,2013-07-03,8,16
1523,271,227,173,111,373,163,2015-04-02,4,17
2126,195,95,613,506,370,128,2014-09-26,4,8
2879,219,176,643,435,315,311,2013-08-24,8,18
1519,196,115,2,1092,353,231,2015-12-02,7,1
2865,186,169,259,913,185,331,2014-05-22,7,6
1578,274,195,293,124,266,18,2016-10-11,2,7
2095,74,138,233,1358,195,246,2016-04-20,3,19
590,180,258,555,1552,358,47,2014-10-13,9,2
1713,32,342,282,1167,70,30,2015-04-23,4,9
264,214,146,340,725,155,251,2016-09-08,10,12
1718,228,348,170,1329,141,277,2016-01-03,6,19
2518,220,235,114,156,297,190,2015-01-24,9,15
1294,289,24,176,1944,40,297,2013-04-06,3,12
2523,139,309,127,837,86,195,2016-02-12,10,19
1415,44,186,269,678,176,60,2013-07-06,6,18
616,88,282,124,883,315,238,2013-03-13,5,8
442,184,322,549,1996,26,207,2015-08-13,6,18
759,155,217,94,1654,93,194,2016-07-10,4,7
1917,193,173,360,1975,74,53,2014-03-21,6,7
2720,191,138,529,1322,377,73,2013-03-27,7,14
816,3,90,112,639,153,315,2016-11-27,3,5
654,129,284,88,624,276,61,2015-05-17,4,4
2307,18,133,137,1245,129,313,2013-08-14,8,3
1472,245,92,222,678,346,181,2016-08-26,7,11
956,258,349,570,1896,374,208,2015-03-24,6,4
691,188,88,514,604,177,112,2015-01-20,3,8
2611,242,324,599,685,90,26,2013-12-01,2,19
1381,179,52,333,742,182,212,2016-06-16,6,15
2569,259,78,39,1778,130,15,2015-09-05,9,14
745,225,210,148,316,130,37,2013-03-17,10,5
2482,5,336,383,1405,137,21,2015-02-01,9,2
2032,108,246,438,628,138,219,2016-02-17,3,13
2049,118,17,158,993,111,127,2015-11-23,4,19
300,268,73,147,1546,66,103,2014-05-25,8,9
786,168,97,379,924,178,86,2015-02-28,3,13
452,69,162,270,461,435,260,2016-01-19,1,3
2767,154,337,417,1215,242,344,2014-08-28,8,3
1269,186,180,409,790,121,172,2014-07-01,2,11
1893,84,257,249,1136,379,18,2014-06-06,5,11
1094,92,120,219,1617,63,247,2014-10-09,6,2
591,262,76,304,622,334,332,2015-02-22,3,19
2521,261,44,109,1116,185,131,2015-12-05,5,17
1432,299,170,485,1898,92,78,2015-10-05,10,3
1583,199,85,557,620,421,7,2013-06-27,6,17
2403,152,318,285,1485,78,276,2013-06-06,5,14
626,57,287,291,1438,343,345,2014-06-05,4,11
1109,96,81,111,439,184,98,2016-04-06,3,19
850,87,140,19,1473,238,65,2016-05-15,7,10
1463,220,166,158,235,23,337,2015-05-11,6,10
1683,88,269,346,1040,175,27,2016-02-18,6,2
1158,258,194,391,1691,87,283,2013-04-25,9,3
580,85,313,84,1403,27,272,2015-03-05,2,1
549,148,327,199,1285,423,218,2016-04-10,4,1
376,29,231,644,892,267,336,2013-05-07,10,12
2240,281,323,341,1331,449,130,2016-04-12,4,3
2726,201,124,33,1589,35,38,2016-06-11,4,9
1392,252,124,273,490,255,281,2015-08-07,7,12
114,280,58,8,374,158,184,2016-10-25,1,16
1580,70,190,62,400,64,7,2013-03-20,7,8
2644,126,336,466,1892,238,342,2014-09-08,7,14
1052,71,256,60,907,316,76,2015-06-06,9,4
1774,143,329,336,963,216,221,2015-06-18,6,16
174,282,339,382,424,200,180,2014-05-17,5,19
2537,295,325,429,1451,88,83,2013-11-24,2,12
1884,119,29,545,1308,157,148,2015-03-17,1,14
766,222,207,553,971,205,316,2014-02-21,10,8
2394,90,248,104,1667,342,74,2015-05-05,1,3
2743,39,301,43,1977,269,31,2014-08-09,6,8
2842,180,66,411,1467,157,337,2014-03-22,3,9
6,191,20,315,795,93,247,2016-01-12,8,10
2881,267,121,52,1772,28,83,2014-05-04,4,17
1794,241,214,583,970,444,26,2014-10-23,9,4
2753,49,158,325,340,338,193,2016-06-14,9,8
287,141,26,580,409,420,238,2016-04-27,3,7
2071,175,309,580,1394,272,220,2015-12-17,5,17
2933,288,5,260,445,23,180,2016-08-08,8,3
389,168,88,598,630,29,251,2014-09-20,7,14
2182,44,192,198,336,203,221,2013-04-10,2,16
1639,246,212,575,124,128,100,2016-10-14,1,7
2170,194,266,379,526,288,251,2013-05-15,2,4
2128,165,329,259,732,439,208,2016-04-13,7,10
1485,222,53,611,246,41,57,2013-05-22,1,14
165,145,70,510,978,320,340,2013-05-03,10,12
1269,52,35,471,794,130,101,2014-08-20,7,8
1710,58,22,345,406,314,191,2013-02-25,2,15
575,90,25,111,767,432,200,2016-06-23,10,10
1274,284,79,185,810,255,223,2013-09-27,7,5
1801,159,259,323,117,100,4,2013-01-25,6,3
2449,91,210,332,986,69,257,2016-10-04,10,1
631,224,257,375,901,133,131,2013-09-20,5,11
770,151,347,324,311,267,252,2013-08-08,9,9
2432,227,60,539,1516,187,290,2013-09-21,6,7
1133,275,291,14,497,262,223,2013-11-15,2,18
1688,266,16,306,980,329,108,2014-06-16,5,19
2384,20,137,586,1802,382,133,2015-09-18,9,19
1983,287,323,397,1396,394,177,2014-01-12,3,2
1932,153,324,483,857,365,290,2013-04-27,1,14
2926,28,129,494,503,449,337,2016-03-21,8,12
527,282,143,287,113,111,123,2016-04-19,2,6
1103,58,188,28,1914,357,291,2014-03-25,8,19
298,143,334,191,669,152,103,2016-12-10,6,4
651,260,48,471,292,294,199,2016-01-08,6,13
650,88,339,110,717,82,291,2015-04-16,9,10
1171,251,195,173,1737,449,96,2016-07-01,8,12
2641,104,296,412,887,101,26,2013-06-11,6,6
2194,126,78,145,1128,155,143,2014-09-22,10,9
2692,153,145,542,1167,149,162,2016-07-05,4,16
2047,273,265,199,187,219,23,2015-02-05,3,12
2156,81,95,36,329,281,91,2016-05-22,9,4
1054,72,8,306,821,147,128,2016-03-08,8,8
1599,188,311,445,1085,292,149,2013-12-12,8,14
54,267,312,114,929,393,112,2015-01-28,10,14
2647,199,39,424,536,312,307,2014-12-04,3,18
27,161,252,46,1796,333,242,2015-01-15,6,14
1224,81,145,423,382,443,267,2014-07-26,8,16
35,179,54,602,1999,0,119,2014-02-04,10,19
2204,77,155,119,900,378,336,2015-05-22,5,14
651,284,87,515,1589,431,229,2016-07-11,1,6
1233,121,11,518,1796,200,324,2014-07-23,5,12
2945,2,196,270,1904,303,56,2015-04-08,7,12
1335,92,318,165,1620,286,2,2015-05-25,3,4
2105,226,101,123,1956,380,184,2015-08-23,4,6
2700,249,222,285,962,2,222,2015-05-21,6,6
1762,37,322,492,550,243,70,2014-11-04,6,16
714,85,329,349,732,436,247,2015-02-02,7,14
2888,199,175,246,519,131,43,2015-07-22,9,13
2398,251,338,163,1803,355,37,2016-07-04,2,6
1618,172,244,170,638,371,50,2016-12-18,9,17
1937,99,349,192,1354,224,32,2015-06-11,7,6
875,192,260,161,1482,378,160,2014-02-19,9,6
2777,138,125,94,325,139,278,2013-05-15,2,17
2547,51,307,51,1210,257,205,2014-08-17,1,13
1574,154,19,206,1335,249,129,2015-10-03,7,12
2373,231,204,33,241,222,333,2016-01-09,5,10
23,209,157,241,85,377,64,2013-09-12,10,16
9,143,67,615,190,291,7,2015-09-01,3,10
693,9,70,247,1262,378,47,2016-07-17,10,7
1642,120,136,296,714,236,225,2016-11-27,6,9
2349,227,154,304,1381,296,26,2014-11-19,3,19
2943,12,82,583,1589,118,133,2016-06-08,6,3
1912,139,135,348,1529,157,170,2015-06-25,4,16
2412,277,23,422,333,285,22,2013-10-03,10,5
276,124,152,37,1535,349,55,2015-12-07,2,2
1520,92,65,197,908,234,243,2014-07-02,3,15
923,270,142,182,596,30,77,2013-08-08,7,14
174,177,104,29,1182,101,226,2014-06-25,5,18
161,197,195,175,1635,212,263,2013-03-10,10,8
662,24,24,532,1675,15,28,2015-05-09,5,11
2472,86,216,239,1001,104,133,2015-05-11,5,12
468,284,267,364,416,214,107,2013-02-09,1,4
941,291,66,239,170,405,244,2016-06-16,6,14
1173,254,159,580,88,41,129,2014-01-24,5,10
1490,297,156,373,1389,312,315,2014-01-12,6,11
1167,120,10,247,981,232,63,2014-01-20,1,12
2732,292,243,413,1373,211,311,2013-04-11,10,8
2112,176,295,536,356,253,318,2015-01-27,9,17
5,211,343,367,993,327,327,2015-05-26,10,15
2236,212,174,233,540,101,291,2016-01-02,8,6
1577,71,322,613,209,240,53,2015-01-11,1,17
2458,271,6,455,1301,234,26,2016-12-16,1,10
2803,139,294,388,1414,123,176,2015-01-08,5,2
13,152,320,278,966,104,128,2014-10-18,8,4
2432,255,55,376,137,16,76,2016-07-07,3,9
2093,36,96,438,1606,103,171,2016-06-10,5,13
1344,163,99,26,897,384,245,2015-04-25,3,15
2269,75,339,646,1981,71,255,2014-07-15,7,16
290,259,184,646,1609,53,258,2016-06-09,4,15
2557,235,12,167,1169,265,159,2014-12-25,10,13
