ID_Recipe,Recipe_Name,Calories,Recipe_Category
101,ךÿפךתדכשנתûכפ,3,ג
102,ת‎מüהחרחטטמ,3,ג
103,ט‎מ‏סגבדמ,6,ב
104,אü‏גכגשמקססףצה,4,ה
105,םץטüכיתרÿקץת,9,ב
106,א‏שץוüעןםאעו,2,א
107,יאהלחןתגû,4,ה
108,בששסםגצמüדכם,1,א
109,מוויזגÿטאןךעגיÿ,8,א
110,סךקקנמהÿםצע,7,א
111,מüובפקםÿתח,8,ב
112,םניוחכפמןנמדז,5,ד
113,ככרשנכטצמ,1,ב
114,קקûפםיםיע,1,ד
115,ÿכ‏ףשהב‎אה,2,ג
116,ÿופנץט‎חת‎צע,9,ב
117,צהשלמיה‎אבע,8,א
118,הנעטבצזÿיצÿהזÿ,4,א
119,‏üףדדהעכטדךÿנ,2,ד
120,םסןהוצר‏ץט‏ב,9,ד
121,יÿםוטכיםש‎,3,ג
122,ברלקץםüץט,7,ב
123,בטנפדסטףנןא,1,ב
124,דקד‎אןםגטףנ,7,א
125,חטקהגטבטן,3,א
126,רלםגלאüלגוüג,5,ד
127,נחאטדכתםהבנûהב,10,ג
128,ÿךףזץגאאג,9,ג
129,עךחקבחקנûח,6,ב
130,יהסב‎ףגםף,1,ה
131,פק‎לנבז‎קתןזלכל,10,א
132,זקשוצקוףעכממ,6,ג
133,יטחדשזגץשבÿקם‏,2,ג
134,ש‎ךזüלףהנ,2,ד
135,פסד‎לûכץûיםםץע,6,ב
136,הÿחקבגןךטממדץתנ,1,ה
137,üןסמüםתוÿע,1,ב
138,וץטציךכחיס‏ר,9,ג
139,נלץןמשנצרד‏חץ,3,ה
140,קכûפ‎צבלקבס,2,ב
141,üםשטרהûףאךןז,7,ב
142,יג‏אח‎כגחם,4,ד
143,ן‎נןÿûפמû,10,א
144,יעך‏üוןעף,4,ד
145,דץמדצץÿתף‎,4,א
146,ךךחזעוצפץסעח,3,א
147,טצüדץûיףומ,4,ג
148,סכÿךדאûגüעןט,6,ב
149,דחüכחלÿףüדתÿא,2,ד
150,ןגסüגמבסץ‎ת,4,א
151,גןûמגיתחנ,9,ה
152,כמענזÿקריזע,10,ד
153,ך‎וקםשüיפמ‎,6,ד
154,צÿז‎גיאךםעהüשז,6,ד
155,וזדûקם‏גÿרןץףת,9,ד
156,ת‏טקפףהץאפך,1,א
157,מףףשד‏צזüתמ,4,ב
158,רםוהגדובץפףסף,1,ד
159,‎נזהרחחפסתע,8,ב
160,ûדטס‎ץזעבמכץגמ,8,ג
161,קתםנÿ‏ףםדוגכ‎ס,1,ה
162,ףגךוןץדחÿ,10,ה
163,תלע‎צםפלכז‏נ,9,א
164,צן‎פשגךצתהףץף,1,ג
165,יÿיצבתקשפיטב,4,ג
166,ךף‏üףך‎נחÿםף‎,6,ד
167,üקûדדךםעיÿא,4,ה
168,יהÿüטכאץךûז,1,ג
169,החתûתזץגב,10,ג
170,ךפקתבחעלרת,7,א
171,גףץûף‎‏ע‏ףץ,9,ג
172,מרםאאוüצשמד‎סü,6,ד
173,ÿרÿומףףרמיס,1,ה
174,הןנקסגב‏וטםזס,3,ג
175,ףןגÿקףחג‎ץ,5,ה
176,אדזטםנזסצטדם,6,ה
177,צמיאצףעבגחםחה‎,1,ב
178,גנחלנבדיהאףץעד,9,ג
179,בבûנקדטייכןרםןü,3,ד
180,ץאכצאפעץו‏ךמץüו,9,ד
181,רנסבהץחןץראזך,2,ב
182,צז‏מזעורוא‏,10,ד
183,םפ‏מזרדמעט,10,ב
184,רז‏ûחךüכת,9,ב
185,ךתברתנםילס,4,ב
186,ס‏תלסהקךד,4,ד
187,מÿנבפûקûע,1,ה
188,חנח‎ש‏ס‏ץל,6,א
189,רתהחםתדכרפי‎ק,10,ג
190,ףבטךןנן‏ברÿ,3,ה
191,צטÿדמûתûםי,7,ג
192,טמכתךףאסב,2,ה
193,חץך‎‎הללעגש,1,ה
194,עףנךתא‎חץרת,3,ג
195,פדבצ‎דנגע‎צלûטה,5,ב
196,טÿטפלÿהכÿץםישנך,5,ב
197,טענפ‎צדאך,7,ג
198,זףהקרף‎ÿוגעשכנד,8,ג
199,ûבנכפ‎וץ‎,4,ה
200,ûקיעמויןצך,8,ב
201,םü‏קÿדנןס‎,4,ב
202,פגכא‏בצךהיןנהע‏,10,ה
203,סקחüüפץג‏ס,7,ה
204,ננזצ‎עוחüÿבםאמב,6,א
205,ולאצעת‏כיןךו,4,א
206,גיוםםצץקגבף‎,7,ב
207,ציצנסןחשהלםך,4,ב
208,וüסעארצשטבפע,5,ג
209,ךבשדבונûדגם,7,ה
210,טאןעכחינזק,8,ג
211,‏üנ‏העקמחןסחג,8,ה
212,ףךא‎‎יסאכ,1,א
213,צüÿחטזרעגטד‎,7,ג
214,üכףנםטפךךמום,10,ג
215,ככüךעעתשחףש,1,א
216,כףפשאצוףיתÿש‎ך,6,ג
217,רטףסלכםüüדיס‎ג,1,ד
218,שוחבד‎‎הזס,1,ד
219,פרתש‎üינאצרצ‎עכ,1,ב
220,בקטיûףףמûחתנסע,2,ה
221,זעחכלףןפטץדט,5,ג
222,ףץךמםü‎גחך,7,ג
223,ךüדיקûרקהמנשÿ,9,א
224,קטךשüף‏‏זד,3,ב
225,ÿצÿז‏בחץ‏ר,3,א
226,במוץריקûעשףכאקש,6,ה
227,רכםלם‎וףחוןףם,9,ד
228,גלל‏חבהûגת‎א,9,ב
229,ץףטנףחדקצ,8,ב
230,ףםאףכüיסא,3,ה
231,טסט‏אüמשדנ‏,5,ה
232,צÿקטûב‏ככדג‎,4,ד
233,פגוטי‎טאûפ,4,ג
234,ץ‎םצאהÿחûםü,9,א
235,ךםעםמגםוגסבזחה,4,ד
236,נץקנתחנץת‎,8,ג
237,תûךעםפיÿכמ‏ס,7,ב
238,‏ץûרהח‎םעץיגיכ,5,ה
239,םףכצמלעףד,10,ד
240,קתלסאמטתסרלוסר,1,א
241,ק‎חיףץאüüנח,6,ד
242,ûראתזזלץתüספ,10,ג
243,א‎טמתןץדןש,2,ב
244,גבץפץישנהסÿ,1,ג
245,םמüףקבעחûעורךבט,6,ד
246,לקץכזנםץף,3,ד
247,תקקבסיררד,8,ד
248,נüספץהף‎םחטלר,8,ג
249,üףÿקיץצצב,4,ד
250,רמûץרטאנטצק,4,ג
251,פאעוומזש‎זדץספ,8,ה
252,ךשחüנוהÿüך‏ü,6,ג
253,גן‎בשעשהמשן‏סהף,6,ב
254,ןגץחארץבגגךכ,7,ד
255,אאץטו‎ûüשץר‏ם,6,ד
256,צבטםבנללז,5,ג
257,אüלדüדטתנûזםמ‎ך,9,ב
258,ךבצקגכח‏טך,7,ג
259,ÿכךצזךןגקתתמ,7,ה
260,‏ÿםהלü‎תצראס,1,א
261,אםקףאךלףךכח,5,ג
262,ûץץûגףאם‎עסמ,7,ה
263,ר‏ךבצרבהסûÿÿכסמ,1,ב
264,קץיףףןףל‏ה,5,ה
265,ז‎דגבדך‎אסüץף,9,א
266,ןûרמקסרפתטסטü,5,ב
267,שיסגח‏פמü,5,ב
268,ננצאהדץגד,2,א
269,חףפשאקאטסומעûמא,10,ב
270,ףא‎זבאבמותבך,7,א
271,ûüררךנüצתדüזûפס,1,ה
272,זגעזננזס‏תלפסםך,1,ג
273,י‏עסןרזןלש,4,א
274,סצט‎ןקשסבקץטüיץ,2,ד
275,וûעפיכץר‏כצ,9,ג
276,דשצנג‏גשüם,7,א
277,ךאתט‏כטצךזר,4,ב
278,ÿץÿערקקפס,3,ג
279,ולחעךכ‎קכרטהרנû,4,א
280,קןנüשסןפקכךיכתü,8,ה
281,אגיבגץטתףינסביף,2,ד
282,בחאדבגגלאקטזך,3,ב
283,קזחטחפגךסממץ,8,ג
284,זÿ‎ףם‏באû,3,ג
285,בגקבצממגש,5,ד
286,רונכסםאגקתתנרצ,2,ג
287,ע‏üן‏טתדקגûנ,1,ב
288,‏פאאוû‏קעûחאל,3,ב
289,רÿרפתחףו‎תיûץכ,1,א
290,חוץרישע‎יך,6,ה
291,בקקדךאטוא,2,א
292,לטןפטשמזטעףאû,2,ג
293,מפףלסגאזÿטגÿרמק,8,ד
294,טדן‏טרנÿ‏חכצח,7,ב
295,ץ‏עü‎סüפנ‏ג,3,ג
296,גםזבכחשזו,2,א
297,סןפץעסבעכ,4,ד
298,כםתיחûודחפ,5,ב
299,תטקןךהטצמףי,4,ב
300,סו‎מ‏ףשחימףק,4,ב
301,ףיאבÿפקקמסבשכפף,2,ג
302,חפףנüבבזÿםזביצ,10,ה
303,דהוהץטכתתדû,5,ב
304,ןשתכיןממחגןתק,2,ד
305,לזטאס‏ךת‎,2,א
306,טסהפ‏דר‏עףזקפ,5,ה
307,זשןככאקûא,9,ד
308,נקûצדנ‏יקמ,1,א
309,נףהצאןנצצםפט,5,א
310,üû‎זלככבףםתרדב,4,ה
311,ןüüץךüגנצבûלט,9,ג
312,םכנרמנלבעאט,10,ב
313,זתקטירחףשüגףטÿ,3,ב
314,ץםססüחעבץזר,6,ב
315,ףפסנבסט‏תüבאכג,3,ה
316,ûדגצעב‏שזצ,5,ב
317,זüüוÿדמ‎ם,6,ה
318,טûסףנאוטüפהû,6,א
319,הלü‏ץלאלאמצ,4,א
320,ûüךררםב‏לÿ,3,א
321,גפםחצגאןü,2,ה
322,כמדפהאףסחו,1,ה
323,פûלüקענרה,5,א
324,ךתנלןנגאקיג,6,ב
325,בדלצ‎טצןטהט‏,9,ד
326,ûיטגביצף‏,4,ב
327,זךךףלפרחףפצ,1,א
328,אבץגלםûנאפ‏בדנ‏,3,ה
329,גףףךןנמאשןתדשץ,3,ד
330,ÿûץלומזשאשן,2,ב
331,דזואץקאם‏סץ‎‏בצ,3,א
332,יבץץסרבשןג,7,ה
333,‏טתישüכי‎טדמ,6,ה
334,ףפגעטחפÿתטלזץ,7,ה
335,חÿןוזחזפץזחצ,4,ג
336,ûץלזטוץüסךוס,2,ד
337,טשםטבןונ‎שכנדף,2,ה
338,‏גÿרסחפףףטצ,7,ד
339,ר‏מוÿוגל‏חהף,9,ה
340,‏ףוןוץבצצ,9,ה
341,‎והנדר‏זפם,4,ה
342,קםתצטסךץהץקד,4,ג
343,ûבסכנשדהצףנטהתח,8,א
344,קוûוףףחדû‎זירף‎,6,ה
345,יתûםטנü‎üןפצכ,1,ב
346,ךהעזüרÿכץ,9,א
347,הממהננףפגק,7,ד
348,עפצטüצשלכ,7,ה
349,כטזשךך‏שץלעמד,10,ב
350,נג‏וםןחצצûעטהח,8,ב
351,ארשח‎ודüךאךûח,1,ה
352,כûזחםמ‏ההאזצםיÿ,6,ה
353,‎רקקךךנצםאעך,9,ב
354,ךןחץץחםשיןטןע,3,א
355,בםדא‎ציז‏‏û‏,6,א
356,ףףטקסהשûברך,9,א
357,נדיחעסאÿנאפ‎ו,3,ד
358,ייגÿת‏חד‎ץזףÿ,2,ב
359,בהחדףך‏הÿקב‏,5,ג
360,ךקפגצםהÿרשד,3,ה
361,קףרםפü‏רקדץלק,7,ב
362,רצאהב‎אחסדמק,7,ג
363,ר‏שק‎שמאך‏רש‏זû,3,ג
364,ץףרששדעםתכÿüךאם,3,ד
365,ר‎זנניגש‎םרעא,1,ב
366,üגÿךץאכקרצ,3,ב
367,ןתףזזלקע‏ל,5,א
368,ץוןעץףקזקûשע,10,ד
369,הץןליחאנ‏ט,1,ב
370,‎כדהשאהאחןסכט‏,7,ה
371,ÿ‎ןי‎חהןץ‎כבט,5,ד
372,מתדםלחדשטףûü‎,3,ג
373,כת‎ננפט‎‎ץק,2,ה
374,עעל‏תשנאגפטה‎,8,ה
375,ףüוטרףנü‏ר‏אימף,4,ג
376,םרעוץרחאפלשטיי,6,ג
377,ןזתהזלחאחיסד‏,1,ג
378,ןעשדקשוקףצסזחצז,9,ה
379,לץתüףלעÿע,2,ה
380,מûכב‎בדאךק,3,ה
381,ÿפכףדךאףךבפהך,6,ה
382,‎ûכןקץירקזה,8,ג
383,רנתשקûלםתץ,9,ה
384,גבנםםשאשןקפסףמ,8,ה
385,ןצלקÿÿבוםייûגוא,3,ד
386,ץקעיûצדנבצ,9,ה
387,נרכדקקמףûםחפםץף,3,ג
388,ûףÿף‏קלגסבי,5,ג
389,י‏חדשךלפד,8,ד
390,עםףסרנמןםגטצ,6,ב
391,שףחנקךיעץוÿדכזל,10,א
392,סםןש‏פסיחמא,9,ג
393,ס‏נûה‎דץבגÿתג,1,ג
394,םשךךזןםצגתכש‏צ,1,ה
395,נגכÿטסקנתסתא‎ך,5,ג
396,ÿס‏בותטיצן,5,ד
397,לבעוךמפ‏אט,6,ד
398,םאאטחןשךÿש,5,ה
399,ÿןתעןתבילאאûי,7,ה
400,צמעס‏וצדנÿ,4,א
401,ףמקבÿגרזצך,2,א
402,ףםמןיקכטתפ,2,ב
403,עפתףüצשלנתם,8,ב
404,‏סגחאםכםהר‏,2,ד
405,ÿכÿז‎וסףטל,4,ה
406,סגוחנת‎גרפ,4,ב
407,קןמךûלרךדקםיםו,8,ד
408,üכםוסÿףסצûבגפנפ,2,ד
409,הוזטהקתטיצעהמג,5,ב
410,ÿתגץלוףךנסז,8,א
411,מנשÿראדקרםףבדכ‎,3,ה
412,רחק‏עספûזפיÿנ,4,א
413,אבמחמפהüם,6,ה
414,גקצץקאטץכגהûם,3,א
415,יףצ‏גפפבאûףא,6,ה
416,גשגכשוםüהבב,8,א
417,םצםטזסןו‏נצ,3,א
418,ÿצלטליאזךיקü,4,ה
419,צלםפנשפנזעפ,4,ד
420,üוÿגץפûלûשן,6,ד
421,מו‏זחכץאק‏ץת‎,7,ד
422,מנץרכססחנ,1,ג
423,מצץאûטצüטûןûףהפ,4,א
424,סאאוצפûפע,9,ד
425,ד‎כבםןכגך,7,ב
426,אללעשלסקןüיץזב,2,ג
427,כüרךרמתûתח,7,א
428,תךףûכעכדÿער,5,ד
429,מטחפבםהתעמאטייץ,8,ה
430,ûשמסצךףתמ,3,א
431,אזצנףגÿשםתהט,4,ה
432,ו‏חתכלרשץקדרש,2,ד
433,ע‏צוגדהגקÿ‏,2,ד
434,ח‏ץכלכץץן‎ןפוד,9,ד
435,בÿףגדוÿגסןגנדור,10,ה
436,דנבףÿזגטקרüכ,6,א
437,לחנשבנהץךÿצגשע,1,ג
438,םתגןנהןחח,4,ג
439,אתתגגין‏üסץןü,10,ד
440,בנלמףפצנסעםפ,2,ב
441,ûעחךטלץלוםעתחגא,10,ג
442,ישאüהז‏כשדרם,3,א
443,צÿ‎זמûש‎יןל,1,ד
444,צטדנüםנףתגה‏ת,6,ה
445,זטףטתומה‏מ,5,ג
446,לך‏ךשום‎ÿציש,4,א
447,שגטיתתףכךלצ,4,ד
448,זüץכûהיםüטו‎רםל,2,ה
449,ירסילף‎ןפד,1,ד
450,‎ק‎üûצןרלע,10,ג
451,‎יתüבÿעוקסדû,2,ב
452,ףתבטךפשנזבחב,8,ב
453,יÿמדלוכפûנגךטת,4,ד
454,דזזûנושרפ,7,ג
455,םשüץעסהיל‎,2,ד
456,תüדשחרדûתץםרסו,10,ד
457,‎בÿש‏חסןפתקÿ‏ן,8,ב
458,ûÿךפחה‎רחיג,4,ב
459,תכחüקוטונת,4,ה
460,גךקעכשץ‏תןוקץנ,9,ד
461,‎שתזזלûûאץ,2,ד
462,‏ףחולבקהבל,7,א
463,ןץסטנÿטאף,1,ג
464,מחציüלףךץףיז‎ü,4,ד
465,דונןÿסו‏ךןסםדעז,1,ה
466,ךצחגתחן‏ןןגד,6,ד
467,הי‏‎שכןיûפנפמאü,2,ב
468,פשםרסדכן‏סחהדףו,7,א
469,סדלהףסהעהםי,3,ה
470,‎ךûלüצרלסס,9,ב
471,גסמךנאפ‎דאססו,8,ה
472,ןאזרבץ‎מעןנעיאק,4,א
473,יצצןזכםיûאץ,5,ה
474,ÿזטןטדףנ‎ץדט,10,ה
475,וץיפסןוגüכקרק,9,ד
476,דצü‏יולצכא,10,ה
477,ומחךיוקדגכןתו,3,ג
478,כתהרתטסמברן,4,ג
479,עערזןינכûץשטץ,4,ד
480,חבגטיתפעחוהנוט,3,ד
481,קדףץךןהחםתו‎,10,ב
482,כדץÿףףלדכרץü,1,ד
483,צûסנ‏דץסק,6,ה
484,ךמכך‎אןםחחך,6,ה
485,מ‏דטותטםטוןאע‎,2,ה
486,‎‏נטדתנכעךן,4,א
487,צנומזנםת‎הכםץי,9,א
488,סמךלתאכדבכםעעצמ,1,ה
489,וגדזפףםךא,3,ה
490,בךץכץיטישÿקגû,8,ג
491,ךעףנןגזנאר,5,ה
492,דוךמריתטןת,7,ד
493,ק‎תךףתףכודפנבע,8,ב
494,ףטמתם‏‏פהךזר‏כ,10,ד
495,עןרלפאדצ‎ףüףט,5,ה
496,לנךבשה‏סהק,1,ג
497,דעגלנכץףתףןעפÿ,7,ד
498,ץ‏זסûנזעןי,2,ה
499,גןש‎ûנףץûשÿ,1,ב
500,שעץעתקס‏שצ,9,ג
501,ןף‏וך‏הבסתו,7,א
502,םשםצ‏ל‏זט‏קםûסה,9,ה
503,זשןסיצודצופוךב,4,ג
504,פזץיקÿבûתואכזמ,5,ב
505,קרûעûטפוהגוס,8,ב
506,ררûüן‏ךםÿומץ,6,א
507,שפÿÿישםקףג‏דק‏ס,10,ה
508,ÿזאקמבפזדהיףרנו,4,ה
509,üפהשüהינח,3,ב
510,זצב‏ûרצןרץזימ,3,ה
511,יתםעתכטפץעמן‎ףה,7,ג
512,חלקקÿûאץקומ,4,ד
513,כ‎דםםזאעחץץך,9,א
514,אומרקתÿנםצם‎אנה,6,ד
515,כשיüלץûûצוטתÿע,9,ג
516,‎חמקעםבחב,6,ד
517,ךףםלקןמחמ,2,ג
518,זעעשתהנג‎התזםה,2,ד
519,ץתכים‎טהחם‎פךול,3,ג
520,גת‎גקבקוץט,6,ד
521,בÿעזעחכחטק,9,ג
522,גלף‏חüאקתחע,3,ג
523,ללץסטמטלתמ,8,א
524,םין‎ודףצוגÿ,3,ג
525,חüף‎‎ףא‏אץררננ,10,ג
526,לרהגקבקה‏‎י,6,ב
527,בךüעאשסםÿל,2,א
528,חנ‏זגהפסבל,4,ד
529,ףמדומרüשüפ,5,א
530,ת‎‏סומקבגעü‎,8,ה
531,וזצב‎ברשףאתת,3,ב
532,שצנגüנרהיםרו,9,ב
533,‏דךÿס‎ה‏סהצ,8,א
534,קדטמלקץנסט,10,ב
535,ייןתףמצד‎‏גןלץ,3,ב
536,הצדÿנתתצ‏,9,א
537,מפס‎וקל‎נץ,5,א
538,רטפלûצאÿבמאמ,5,ב
539,זצףגע‎תûגÿב,7,ב
540,סזןחץ‎ÿקדע‏‏,8,ג
541,ת‎‏ףרזûץח,3,ב
542,םבÿחרץבדק,8,ד
543,ךמכךקÿכיÿג,7,א
544,שסאüבצûךפחםל,10,א
545,נםפצû‏עכףק,1,ג
546,ÿטגוץמתדןהי‏ב,4,ב
547,במךûיעכסüנחתם,4,ב
548,üשףÿגקכהן,5,א
549,עמפÿשןמ‏ש,7,ה
550,נםטפיןרüבפךזט,4,ג
551,יחםלם‎זמüםûדז,10,ד
552,גנץיץם‏סץÿנג,9,ד
553,ףולףצûפבגפןûנ,9,ה
554,ךתגקבקזנ‏בגלû‎צ,7,ב
555,פעצהתםגח‏פןק,9,א
556,ÿךץהשדרכמחזש‏,3,ה
557,בחסצןקףצ‏בסז,7,א
558,צתסקתבכ‎ÿבףזהק,1,ד
559,ףלר‎זץתובב,8,ג
560,ÿüשף‏וכקחטהוסץה,5,ד
561,לזלןעןשךש,1,ה
562,בננרûעתטÿוÿאבבז,9,ד
563,קנדגמÿÿףמכשךקהפ,3,ב
564,גÿלחÿעתם‏ü‎‎הז,9,ד
565,סûןכתתזםא‎שאי,7,א
566,ב‎ךסובקהÿüח,8,ד
567,חטשתט‏כוג‏גÿ,6,א
568,üÿדגץתÿחûח,10,א
569,ÿראדשוהפסאנרטע,9,ב
570,גץדרלטû‏ןאס,1,ב
571,ףםשץעûץרנעשן,8,א
572,ךשרךתההüüר‏,8,ה
573,קףטüתאüמפ‏‎קףס,2,א
574,זאבזךפזלשו,4,ג
575,צןזיתםםפüאלך‎ס,8,ג
576,מאקבוÿככע,10,ד
577,ץפדדטûמüן,3,ה
578,נלא‏וקÿ‏נתכצמכ,6,ב
579,םÿתזשנחü‏כק,4,א
580,ווûחךüךהשבזלחה,8,א
581,זקצצלûטךףץינ,7,ג
582,ÿטביח‎üטצילאüמש,4,ה
583,ûüחעאףפצךןעחרוע,9,ה
584,‏סקפ‏סעסü,8,א
585,חבהרץ‏ףשםםוההû,9,ד
586,צפûצÿדמשאגזסאנש,9,ג
587,עךששגüאלעםט,4,ב
588,ענûשנזאןאהז,2,ב
589,טעג‏עלךüצךץי,5,ד
590,גכןûדץםלךנטצ‏û,6,ב
591,סעסאאותד‎ÿקדצ,4,א
592,חץשצסûתקטכל,1,ה
593,םûûןיזהûנצÿדל,4,ד
594,סüשûץנקכגףןבךÿב,2,ד
595,מעףצחצץ‏ה‏üנ,7,ה
596,זחכקשןומטםעקצגר,8,ב
597,בצתןאסגץקנע,1,ג
598,מתלזתגסד‎ך,9,א
599,קכהלמוûתואככרר,9,ה
600,שק‎ûוכתצצלûםוב,6,ה
601,ןסלוך‎ע‎כ,6,ג
602,דצפינתנÿםגץ,6,ג
603,אצםס‎‎ÿטףכך,4,ד
604,תטרםעטגסבםדגץרו,5,ה
605,כדט‎ÿלûתכ‎ה,5,א
606,אמוסוננרעÿתץכזנ,6,ב
607,פעüגפÿלםüהÿיכרה,2,ה
608,גפחטםקÿגצפüמחהה,1,ה
609,ו‎שכןטהטאüןםÿק,9,ב
610,חק‎שןÿטףלה,2,א
611,ירûןכüךסתפ,6,ד
612,ק‎טבצל‏ûשנוםלü,1,ה
613,שאעשü‎ךחצזךעכÿ,8,ה
614,רעגךץ‏פכל,2,א
615,ןמעןךפףען‎פüנü,3,ה
616,חיגןמלספכצפ,1,ד
617,דגכעכאץןהלםכ,1,ה
618,יןשüאשץ‏üחגט,6,א
619,יהערגדקט‎פש‏בץע,8,ד
620,ךךאכףסירצט‎כ,6,ב
621,ץףרüכשךץך,8,א
622,שעüךמכךתףרל,5,ד
623,ןפןםנÿ‎מיאפû,1,ב
624,סüקÿלךעותÿ,4,א
625,מעשüüעשûדק,2,ה
626,קוהאפךדשי,5,ג
627,דÿÿעערדÿאמדתבע,6,ג
628,פףביחûהכושךא,7,ב
629,זוגכאהשחךנ,3,א
630,בüףחףלר‎בךגס,9,א
631,דנÿÿד‏לסו,6,ה
632,קחבועןבבן,5,א
633,üûרדןץסזûןםנבףד,3,ד
634,ןûןûטגדגעחם‎ץ,2,ה
635,םמםûדגןשü‏,5,ד
636,טסץÿקüץÿןההרמטת,5,ד
637,נסםעךשעטץ,1,ב
638,םüטךדסךהüמפ,5,ד
639,‏יווץטüלזז,6,ה
640,םל‎ןפהםצרםןûןש‏,10,א
641,ו‏קטסץבחזגעועמח,9,א
642,טץםתזûÿפזעץוüנ,9,ה
643,כÿןלûחי‏בהי‎,7,ד
644,זךדüתצכûנסü,10,ב
645,וע‎פצךעÿרדס,6,ד
646,ר‎ןךצךצדüזת,10,ה
647,üצü‎םץהםאןûûÿקפ,4,א
648,אםלםÿ‏נרץ,6,ג
649,אÿûיי‎תיש‏הזמרו,4,ג
650,פעüÿגהיםרדלבבתץ,9,ה
651,‏דפצדםךקפ‎ף,6,ד
652,זלץûתר‎ÿצלכ‎ים‏,2,ג
653,הרדדכהתךץען,1,ג
