DBID,ID_Location,Office_Name,Phone,Adress
126,246,üכטזשךך‏שץלע,4396368411,חצצûעטהחינהארשח,
127,225,דüךאךûחתלדכûז,7548602627,ÿכםי‎רקקךךנצםאעךל,
128,56,ךןחץץחםשיןטןע,2061770561,‏‏û‏קףקףףטקסהשûברך,
129,28,םנדיחעסאÿנאפ‎,3282398508,ד‎ץזףÿסךגבהחדףך‏ה,
130,271,ב‏ךמרךקפגצםהÿר,5329737498,‏רקדץלקצחצרצ,
131,248,ב‎אחסדמקמגןר‏,5317080469,זûאנצץףרששדעםת,
132,119,üךאםמדיר‎זנני,0355008016,גÿךץאכקרצמ‎ûןתףז,
133,58,קע‏לüספץוןעץףק,2373098449,ליחאנ‏טüשח‎כדהש,
134,156,אחןסכט‏הכ‏ÿ‎ן,9114751398,כüמתדםלחדשטףûü‎א,
135,227,כת‎ננפט‎‎ץק,1472464814,גפטה‎ש‎ץףüוט,
136,20,נü‏ר‏אימףקד,3764130320,שטייסלרןזתהזלחאחיס,
137,3,טדתןעשדקש,5918183888,סלץתüףלעÿעשףטמûכ,
138,193,בדאךקג‏üÿפכף,3089072805,ר‎ûכןקץירקז,
139,284,üברנתשקûל,5858468585,שאשןקפסףמחם,
140,76,צלקÿÿבוםייûג,3828615691,דנבצממהנרכדק,
141,11,ףûםחפםץףההüûף,7947249374,ןי‏חדשךלפדץןדעםףסר,
142,96,ןםגטצשüאשףח,2329297959,לח‏פסםןש‏פסיחמאה,
143,22,ס‏נûה‎דץבגÿתג,0731186031,גתכש‏צהזסנגכÿט,
144,13,נתסתא‎ךלרךÿס‏בו,6030143709,וךמפ‏אטף‏ךםאאטחןשך,
145,291,נךםÿןתעןתבי,6889569142,ס‏וצדנÿ‎ס‎ףמקבÿגרזצך,
146,221,ûףםמןיקכטתפÿ,6926852012,תםםעה‏סגחאםכ,
147,21,ר‏שפכÿכÿז‎,7936034496,חנת‎גרפץÿלקןמךû,
148,264,ךדקםיםו‎חטüכםו,9375019846,ןץסהוזטהקתטיצעהמגü,
149,86,ÿתגץלוףךנסז,7540233223,רםףבדכ‎רÿקר,
150,279,‏עספûזפיÿנ,3560729664,םûדהגקצץקאטץכגהûםז,
151,5,יףצ‏גפפבאûףא,5474921971,הבבםףםםצםטזסןו,
152,62,צגףןÿצלטליא,6691434684,פנשפנזעפילמüוÿגץפ,
153,255,ûשןסלומו‏זחכץ,8747076392,ץרכססחנטקץמצץא,
154,203,צüטûןûףהפכ‏ןסא,6566348888,‎כבםןכגךאבדאללעשל,
155,101,ןüיץזבקעÿכüרך,8607816514,ףûכעכדÿעררסטמטחפבםהת,
156,78,אטייץשדנûשמ,7645062536,צנףגÿשםתהטחץüו,
157,234,תכלרשץקדרשחüיע,0690946936,םלח‏ץכלכץץן‎ןפודזףü,
158,97,ףגדוÿגסןגנ,5169911295,זגטקרüכשמהלחנשבנה,
159,97,ÿצגשעüמעםתגןנ,8919320608,גין‏üסץןüשךנ,
160,129,למףפצנסעםפכן,4129260989,עתחגאדעןישאüהז‏,
161,123,דרםהחצצÿ‎זמûש‎י,7403908308,נףתגה‏תשפךזטףטתומה‏,
162,122,נעלך‏ךשום‎ÿצישד,0898416671,לצשבבזüץכûהיםüטו‎רםל,
163,221,ךירסילף‎ןפדלא,3313214962,יüנ‎יתüבÿעוקסדûש,
164,206,ףתבטךפשנזבחב,7639105819,ûנגךטתן‏שדזזûנושרפזפ,
165,104,שüץעסהיל‎סםגת,2339057099,סו‎כל‎בÿש‏חסןפתקÿ‏ןב,
166,131,ûÿךפחה‎רחיג,3118790592,נתחנשגךקעכשץ‏תןוקץנ,
167,268,א‎שתזזלûûאץ‎א,7675943105,עאזןץסטנÿטאףצחקמ,
168,187,יüלףךץףיז‎üום,2194935506,סםדעזצנעךצחגתחן‏ןןג,
169,67,קצהי‏‎שכןיûפנ,2804165837,סדכן‏סחהדףוüהץסדלה,
170,135,העהםיüÿנ‎ךûלü,8005981243,ךנאפ‎דאססוûצהןאזרבץ‎,
171,206,ןנעיאקףכניצצןזכ,3970544658,ןטדףנ‎ץדטדהקוץיפ,
172,129,וגüכקרקךמשדצü‏י,5487499838,ךיוקדגכןתועמÿכת,
173,112,תטסמברןודץעערז,3589317093,בחבגטיתפעחוהנוטמ‎,
174,35,דףץךןהחםתו‎שלם,9917594750,üאûטצûסנ‏דץסקדץמך,
175,298,ך‎אןםחחךידגמ‏דט,5807493401,רף‎‏נטדתנכעךןחץשצנו,
176,230,נםת‎הכםץי,8531608487,בכםעעצממהףוגדזפ,
177,167,ךאטגסבךץכץי,8515743729,עףנןגזנארלךסדוךמרי,
178,130,ןתזלמק‎תךף,8911568187,חףטמתם‏‏פהךזר‏כקטוע,
179,255,לפאדצ‎ףüףט,4920807302,הקךתÿדעגלנכץףתף,
180,167,פÿüץלץ‏זסûנז,8171906713,נףץûשÿ‏קתשעץעתקס‏,
181,245,אמסןף‏וך‏הב,9876013556,ל‏זט‏קםûסהתש,
182,172,שןסיצודצופו,4132986399,בûתואכזמאüבקרûע,
183,271,פוהגוסבךףררûüן,4091185554,פÿÿישםקףג‏דק‏ססûל,
184,167,אקמבפזדהיףרנ,1348488544,נחעןלזצב‏ûרצןרץזימה,
185,204,יתםעתכטפץעמן‎ףה,6291677770,קומחכבכ‎דםםזאעח,
186,29,ךאךראומרקת,5494158085,ץכשיüלץûûצוט,
187,202,עטטם‎חמקע,3793583095,קןמחמץקûזעעשתה,
188,160,‎התזםהייךץתכי,1966955281,גןנגת‎גקבקוץטש,
189,283,בÿעזעחכחטק,8744272720,תחענטשללץסט,
190,214,לתמיבנםין‎ו,3709692201,ף‎‎ףא‏אץררננוü,
191,258,רהגקבקה‏‎יÿ‏ןב,2088931361,קחנ‏זגהפסבליוזףמדומר,
192,36,üפרץנת‎‏סומ,1100037967,צב‎ברשףאתתגב,
193,209,צנגüנרהיםרו‏גש,0789518416,ןוקקדטמלקץנסטבזת,
194,57,ןתףמצד‎‏גןלץ,2660811828,‏אש‏מפס‎וקל‎נץרחורטפ,
195,220,צאÿבמאמזחץזצףגע,9470316177,ןחץ‎ÿקדע‏‏ÿלטת‎‏ףר,
196,18,ץחüכזםבÿחרץב,7378746521,כיÿגצננשסאü,
197,41,ûךפחםלםבךנ,3001687170,ûÿטגוץמתדןהי‏בÿהכב,
198,126,ûיעכסüנחתםור,6251703725,קעעמפÿשןמ‏שעûצנם,
199,208,יןרüבפךזטקûחיחם,0790407796,מסגנץיץם‏סץ,
200,51,גמפףףולףצûפבגפן,5484268633,זנ‏בגלû‎צתעךפעצהתםג,
201,127,פןקך‏יÿךץהשדרכ,2705229015,צןקףצ‏בסזךאכצתס,
202,183,בכ‎ÿבףזהקלקח,5265270955,ÿûÿüשף‏וכקחטה,
203,181,ץהנןüלזלןעןשךש,0447246166,ÿוÿאבבזתגףקנדג,
204,234,ÿףמכשךקהפעתחגÿל,9986300138,מüפסûןכתתזםא‎ש,
205,236,זסקב‎ךסובקה,1037313496,‏כוג‏גÿשל‎üÿדגץתÿחûח,
206,209,כÿראדשוהפסאנרט,0867833826,‏ןאסהז‎ףםשץעûץרנע,
207,57,û‏עךשרךתההüüר‏,7929386066,פ‏‎קףססץמזאב,
208,254,פזלשוףדשצןזיתם,5026607372,מאקבוÿככעקםםץפדדטûמü,
209,207,üüנלא‏וקÿ‏,6674075133,תזשנחü‏כקיז,
210,10,וûחךüךהשבזלח,2755012087,ךףץינהüםÿטביח‎üטצי,
211,264,üמשוםÿûüחעאף,4205698528,ם‏סקפ‏סעסüץ,
212,295,חבהרץ‏ףשםםוההû,8874890956,אגזסאנשזץקעךששג,
213,20,לעםטדüגענ,5308698821,ןטעג‏עלךüצךץיא,
214,38,גכןûדץםלךנטצ‏û,5645650492,‎ÿקדצחכטחץשצסûתקטכל,
215,90,ץםûûןיזהûנצÿד,6380103392,כגףןבךÿביûשמעףצחצ,
216,17,ה‏üנתאנזחכקשןומ,0589828763,צתןאסגץקנערשןמת,
217,268,תגסד‎ךזüוק,5260950745,ררנס‏שק‎ûוכתצצל,
218,175,ובקטךןסלוך‎ע‎כÿ,7934838607,גץ‎ןיאצםס‎‎,
219,243,ףכךכüאתטרםעטגס,1596369449,דט‎ÿלûתכ‎הל,
220,125,אמוסוננרעÿתץכזנ,5694622210,üהÿיכרהקה‎גפחטם,
221,159,גצפüמחההלמטו‎,5978648653,קפ‏םחק‎שןÿטףלהדדר,
222,73,ûןכüךסתפףחיק‎,0502813631,üפדûשאעשü‎ךח,
223,278,ךעכÿש‏זרעגךץ‏,8341507887,פףען‎פüנüלעםחיגן,
224,90,ספכצפלתגדגכעכ,4730477095,ןשüאשץ‏üחגטוע,
225,28,הערגדקט‎פש‏בץעד,8426871732,ט‎כםצ‎ץףרüכשךץךûכג,
226,229,üךמכךתףרלרךון,0358990928,נותסüקÿלךעותÿףÿנמ,
227,58,üüעשûדקוכפקו,2262159478,ÿÿעערדÿאמדת,
228,109,‎קלפףביחû,6319446612,גכאהשחךנגני,
229,37,ףחףלר‎בךגסנû,8147512017,ûםקחבועןבבןטÿאü,
230,127,דןץסזûןםנבףד,2893111689,עחם‎ץדם‏םמםû,
231,35,ןשü‏טךסטסץÿקü,3930606264,שנסםעךשעטץפנבםüטך,
232,255,ךהüמפ‏‎ü‏יווץ,6868859238,ןפהםצרםןûןש,
233,282,שףו‏קטסץבחז,8652258560,םתזûÿפזעץוüנתרüכÿןל,
234,143,י‏בהי‎טגפזךדüת,8972109633,‎פצךעÿרדסוûרר‎,
235,111,צךצדüזתשצ,8026533418,ûûÿקפû‎דאםלםÿ‏נרץספ,
236,30,ÿûיי‎תיש‏הז,0633730445,היםרדלבבתץ‏דו‏דפ,
237,46,םךקפ‎ףסיûזלץûתר,7940135701,סהרדדכהתךץעןז,
238,162,‎ûעךתסד‎ע,6782824469,ןתשךüזראדצûא,
239,84,üףלקגםפקûתך,2450342418,רץומץטהוקףת‏קסדתהיüל,
240,87,‏ÿעגךû‏בההצ‎והן,0699974619,ךשויקכוית‎גשסגע,
241,108,חאכרצüתאûץûקויה,8541423463,םבכזüרû‎ךרבûûדהב‏‎מ,
242,263,שףייסףםלתג,4590511079,ןעפתסגגüלצûסל,
243,193,צםÿץגü‏רשש‏,9949298732,ÿסüזצטÿדטתקק,
244,192,תזיÿסםףגדבפטע,3761936504,לביםתצואךטלüוךםדצלכר,
245,282,פךטאןמÿעפכ,0516737831,רÿרפûגיםיידששÿםעל,
246,286,בעÿלקנךûש,8117682501,גגûצ‏יףוספזסר,
247,116,כפנחן‎פûלרךבולס,6893050105,מהפבסךןÿהחתüצ,
248,160,מסתץל‏פתדלץ,9446363457,ובבפעה‏לüמדץרצתהשמÿמ,
249,104,שעווכתשטז‏מ,9032934530,דנ‎טאüמרךעל,
250,132,üםûגיףוםןיכ,7484257693,פסלקערפחחסטףןףןעקך,
251,187,אוכלאמןרךאמהן,0339859107,‎צבך‎םפכעלאלüÿנברגגר,
252,6,סתראסףאלתםםסיה,4478688394,סםסןגפנצדףכûפûאססטמם,
253,59,ונחךûחשפב,3433517155,הר‎ארüתץפקüעך,
254,291,בףיפאגÿלטקףצ,1111356930,ןüכםכצצה‎פקיפבדמחא‎û,
255,208,ךנ‎חוכוהפל,9331345820,נ‏ÿלוך‎סûאפבלבף,
256,116,פפטגÿשלÿפצ‏ןמן,5821103194,תדכÿנגךכםאלךÿ,
257,6,אדלירחףףצפק,3329206837,ÿ‎ערועבאסוה,
258,207,סשûףÿפתטךצליב,5368411722,üםדץףכÿבמרפ,
259,218,‎‏בנכףבפקיףא,4760625512,‏ת‏שך‏שףףשחכ,
260,179,ימטך‎םץאחסטףנך,4898304470,הכס‏לץןפקזהאשץ,
261,35,תצטנמÿüיטךק,1671824154,מ‏זףךתÿזאפגטפךחטךואû,
262,119,פאחגןאפעק,4584093950,עהאהüüץכתישתפגקטשלן,
263,172,‏םםףגבפש‎ךג,0104678668,געכצגזנוüדû,
264,146,בעאה‎פÿתזüק‎,1545248349,ש‏עÿםפרןץפף,
265,161,ûüÿעûיעלעסנלüסץ,3629491878,ימפםנףû‏סעצבל,
266,64,ו‎לךגסלנרשü,3377063880,בוג‎גבכמץאםן‏ברÿסצ,
267,128,קשבענת‏צפü,4185807585,ונםךיûחידוגןםןך,
268,38,כשנףאיףקנז,9264961725,נ‎‎שאלפדמשזÿוףרםס,
269,71,יףזלךנטףךןסכטג,7120672520,גהסûרגעהשטד,
270,232,קלסגüצבחץü,3112688959,טעהםחידגסנאקספד,
271,66,חהכנזבכםש,2378671297,אק‎‏ףקנכûרךטג,
272,272,ףביטסרנלÿ‏ך‎לתל,4853543480,יü‏תלןכשרען,
273,139,ךךסשקךüששב,3901864475,‎קחמגרצססלצצלüאטוזכס,
274,209,ג‏נ‏תדÿץגÿ,7933126182,צןחטקובכאפמסךיüÿס,
275,93,שאקÿנןךזüך‏û,9836901007,ץס‏יוהבמלםכבתנאכזץץ,
276,121,ÿקפüתןףיףהנÿ,1839786455,תא‎ךכ‎ץקומט,
277,15,ףיעזלךץףכÿ,1430230971,לןÿûנאפבמתסם,
278,1,פעזפרףûוס,2568593804,טרסüךאספףנאטûםגץקמבע,
279,190,ל‎ישאצחלזכןû‎ף,5403036478,ארהצמםמתקמפ,
280,119,ךעאעüם‏מך,3904125415,דüהאÿשת‎מûטצתףםÿצצ,
281,195,ונûוקüסתץסבץÿ,7466117221,ÿץץûח‎üכזםדנטסשןןף,
282,78,צפיכפüםמג,9398170306,צ‎סליצןתךעûעמ,
283,68,ףזונטזכיק,9448310775,ÿגפûבמקתחנקןעפ‏ומז,
284,17,התפגסכשךקדרüע,9762103144,נהמףטךףבךגםט,
285,141,כםלןףךמûתצ,5400087207,גÿשםרעחןסמשגüûכג‎שלע,
286,26,ÿרוהבםמךל,7916490349,פיÿמ‎ל‎üפגכגצד,
287,34,תתÿץץüואûר,3957705066,שףאûףÿף‏üצתוסן,
288,232,תטת‏רכ‏ף‏ננ,2107258852,ס‏ךתדךûטסצרםס,
289,252,ûשûצצעשהעילÿ‏,1762284193,עסÿ‏ûלןצ‏‏טÿחעûפקרךט,
290,212,גשבפךחÿ‎בזףי,9142305937,רלûרעזףÿןשü‏יזזנ‎הרץ,
291,60,ÿףםןזתגנחל,6013795552,בכתûבאאüא‎ûכםה‎והעûצ,
292,172,צממחûצץקחהףגמם,5249046549,יאךכצÿ‏אטפףדü,
293,79,םשûקלובךזüםמÿ,3022508075,רתציכחאÿפמבנתךÿגÿטאס,
294,268,עב‎‎ןקתך‏יו,2243477486,גו‎‎ףזüûםרברךÿסû,
295,201,ÿûנבןקצואח,6236837541,פםתתףכהחטüוכלגזצ‏ך,
296,146,ûצגתךתûקרחתלה,7697696079,גבגשס‎ףץןכיךטüחד,
297,152,אנףהץחצי‏ט‎עז,9930558968,שאףקטןûגש‎י,
298,48,כםץבהץהבדב,8111768202,עעזבקןלתמחמשיץ,
299,89,קתםלתאל‎û‏סץ‎,7713605092,כüמרנס‏ûי‏ף,
