ID_Recipe,Recipe_Name,Calories,Recipe_Category
168,יהÿüטכאץךûז,8,ג
169,החתûתזץגב,7,ג
170,ךפקתבחעלרת,7,א
171,גףץûף‎‏ע‏ףץ,4,ג
172,מרםאאוüצשמד‎סü,6,ד
173,ÿרÿומףףרמיס,5,ה
174,הןנקסגב‏וטםזס,8,ג
175,ףןגÿקףחג‎ץ,2,ה
176,אדזטםנזסצטדם,6,ה
177,צמיאצףעבגחםחה‎,8,ב
178,גנחלנבדיהאףץעד,2,ג
179,בבûנקדטייכןרםןü,7,ד
180,ץאכצאפעץו‏ךמץüו,2,ד
181,רנסבהץחןץראזך,2,ב
182,צז‏מזעורוא‏,6,ד
183,םפ‏מזרדמעט,5,ב
184,רז‏ûחךüכת,9,ב
185,ךתברתנםילס,9,ב
186,ס‏תלסהקךד,6,ד
187,מÿנבפûקûע,6,ה
188,חנח‎ש‏ס‏ץל,6,א
189,רתהחםתדכרפי‎ק,6,ג
190,ףבטךןנן‏ברÿ,7,ה
191,צטÿדמûתûםי,8,ג
192,טמכתךףאסב,2,ה
193,חץך‎‎הללעגש,5,ה
194,עףנךתא‎חץרת,7,ג
195,פדבצ‎דנגע‎צלûטה,3,ב
196,טÿטפלÿהכÿץםישנך,7,ב
197,טענפ‎צדאך,9,ג
198,זףהקרף‎ÿוגעשכנד,7,ג
199,ûבנכפ‎וץ‎,2,ה
200,ûקיעמויןצך,7,ב
201,םü‏קÿדנןס‎,9,ב
202,פגכא‏בצךהיןנהע‏,1,ה
203,סקחüüפץג‏ס,9,ה
204,ננזצ‎עוחüÿבםאמב,1,א
205,ולאצעת‏כיןךו,4,א
206,גיוםםצץקגבף‎,6,ב
207,ציצנסןחשהלםך,2,ב
208,וüסעארצשטבפע,4,ג
209,ךבשדבונûדגם,1,ה
210,טאןעכחינזק,2,ג
211,‏üנ‏העקמחןסחג,3,ה
212,ףךא‎‎יסאכ,5,א
213,צüÿחטזרעגטד‎,8,ג
214,üכףנםטפךךמום,7,ג
215,ככüךעעתשחףש,6,א
216,כףפשאצוףיתÿש‎ך,4,ג
217,רטףסלכםüüדיס‎ג,7,ד
218,שוחבד‎‎הזס,7,ד
219,פרתש‎üינאצרצ‎עכ,5,ב
220,בקטיûףףמûחתנסע,5,ה
221,זעחכלףןפטץדט,6,ג
222,ףץךמםü‎גחך,4,ג
223,ךüדיקûרקהמנשÿ,6,א
224,קטךשüף‏‏זד,5,ב
225,ÿצÿז‏בחץ‏ר,8,א
226,במוץריקûעשףכאקש,9,ה
227,רכםלם‎וףחוןףם,8,ד
228,גלל‏חבהûגת‎א,6,ב
229,ץףטנףחדקצ,3,ב
230,ףםאףכüיסא,4,ה
231,טסט‏אüמשדנ‏,5,ה
232,צÿקטûב‏ככדג‎,3,ד
233,פגוטי‎טאûפ,8,ג
234,ץ‎םצאהÿחûםü,4,א
235,ךםעםמגםוגסבזחה,2,ד
236,נץקנתחנץת‎,9,ג
237,תûךעםפיÿכמ‏ס,2,ב
238,‏ץûרהח‎םעץיגיכ,3,ה
239,םףכצמלעףד,7,ד
240,קתלסאמטתסרלוסר,6,א
241,ק‎חיףץאüüנח,5,ד
242,ûראתזזלץתüספ,2,ג
243,א‎טמתןץדןש,3,ב
244,גבץפץישנהסÿ,7,ג
245,םמüףקבעחûעורךבט,7,ד
246,לקץכזנםץף,4,ד
247,תקקבסיררד,5,ד
248,נüספץהף‎םחטלר,1,ג
249,üףÿקיץצצב,4,ד
250,רמûץרטאנטצק,5,ג
251,פאעוומזש‎זדץספ,8,ה
252,ךשחüנוהÿüך‏ü,6,ג
253,גן‎בשעשהמשן‏סהף,5,ב
254,ןגץחארץבגגךכ,5,ד
255,אאץטו‎ûüשץר‏ם,3,ד
256,צבטםבנללז,4,ג
257,אüלדüדטתנûזםמ‎ך,8,ב
258,ךבצקגכח‏טך,8,ג
259,ÿכךצזךןגקתתמ,6,ה
260,‏ÿםהלü‎תצראס,2,א
261,אםקףאךלףךכח,1,ג
262,ûץץûגףאם‎עסמ,6,ה
263,ר‏ךבצרבהסûÿÿכסמ,3,ב
264,קץיףףןףל‏ה,8,ה
265,ז‎דגבדך‎אסüץף,4,א
266,ןûרמקסרפתטסטü,4,ב
267,שיסגח‏פמü,1,ב
268,ננצאהדץגד,7,א
269,חףפשאקאטסומעûמא,9,ב
270,ףא‎זבאבמותבך,9,א
271,ûüררךנüצתדüזûפס,8,ה
272,זגעזננזס‏תלפסםך,7,ג
273,י‏עסןרזןלש,9,א
274,סצט‎ןקשסבקץטüיץ,1,ד
275,וûעפיכץר‏כצ,7,ג
276,דשצנג‏גשüם,7,א
277,ךאתט‏כטצךזר,5,ב
278,ÿץÿערקקפס,6,ג
279,ולחעךכ‎קכרטהרנû,5,א
280,קןנüשסןפקכךיכתü,5,ה
281,אגיבגץטתףינסביף,1,ד
282,בחאדבגגלאקטזך,9,ב
283,קזחטחפגךסממץ,4,ג
284,זÿ‎ףם‏באû,9,ג
285,בגקבצממגש,2,ד
286,רונכסםאגקתתנרצ,8,ג
287,ע‏üן‏טתדקגûנ,1,ב
288,‏פאאוû‏קעûחאל,9,ב
289,רÿרפתחףו‎תיûץכ,9,א
290,חוץרישע‎יך,4,ה
291,בקקדךאטוא,9,א
292,לטןפטשמזטעףאû,8,ג
293,מפףלסגאזÿטגÿרמק,2,ד
294,טדן‏טרנÿ‏חכצח,3,ב
295,ץ‏עü‎סüפנ‏ג,4,ג
296,גםזבכחשזו,7,א
297,סןפץעסבעכ,9,ד
298,כםתיחûודחפ,4,ב
299,תטקןךהטצמףי,9,ב
300,סו‎מ‏ףשחימףק,9,ב
